"Name","Family","Source","Rarity","Size","Type","Traits","Level","Spoilers?"
"<u><a href=""Monsters.aspx?ID=291"">Lizardfolk Defender</a></u>","<u><a href=""MonsterFamilies.aspx?ID=71"">Lizardfolk</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=292"">Lizardfolk Scout</a></u>","<u><a href=""MonsterFamilies.aspx?ID=71"">Lizardfolk</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=293"">Lizardfolk Stargazer</a></u>","<u><a href=""MonsterFamilies.aspx?ID=71"">Lizardfolk</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>","2","—"
"<u><a href=""NPCs.aspx?ID=1631"">Loakan</a></u>","—","<u><a href=""Sources.aspx?ID=97"" title=""Pathfinder #170: Spoken on the Song Wind"">Pathfinder #170</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>","6","Pathfinder #170: Spoken on the Song Wind"
"<u><a href=""Monsters.aspx?ID=1223"">Locathah Hunter</a></u>","<u><a href=""MonsterFamilies.aspx?ID=281"">Locathah</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=207"">Amphibious</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=356"">Locathah</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=1415"">Lophiithu</a></u>","—","<u><a href=""Sources.aspx?ID=87"" title=""Pathfinder #168: King of the Mountain"">Pathfinder #168</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>","21","—"
"<u><a href=""Monsters.aspx?ID=1296"">Love Siktempora</a></u>","<u><a href=""MonsterFamilies.aspx?ID=259"">Siktempora</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=313"">Time</a></u>","<u><a href=""Traits.aspx?ID=372"">Siktempora</a></u>, <u><a href=""Traits.aspx?ID=313"">Time</a></u>","16","—"
"<u><a href=""Monsters.aspx?ID=1224"">Lovelorn</a></u>","—","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Tiny","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=504"">Luminous Ooze</a></u>","—","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=122"">Ooze</a></u>","<u><a href=""Traits.aspx?ID=108"">Mindless</a></u>, <u><a href=""Traits.aspx?ID=122"">Ooze</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=736"">Lunar Naga</a></u>","<u><a href=""MonsterFamilies.aspx?ID=75"">Naga</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=726"">Lurker In Light</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=1010"">Lusca</a></u>","—","<u><a href=""Sources.aspx?ID=51"" title=""Pathfinder #161: Belly of the Black Whale"">Pathfinder #161</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=34"">Lyrakien</a></u>","<u><a href=""MonsterFamilies.aspx?ID=10"">Azata</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Tiny","<u><a href=""Traits.aspx?ID=23"">Celestial</a></u>","<u><a href=""Traits.aspx?ID=17"">Azata</a></u>, <u><a href=""Traits.aspx?ID=23"">Celestial</a></u>","1","—"
"<u><a href=""NPCs.aspx?ID=1503"">Maalya</a></u>","—","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","15","Pathfinder #167: Ready? Fight!"
"<u><a href=""NPCs.aspx?ID=1496"">Mafika Ayuwari</a></u>","—","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","17","Pathfinder #167: Ready? Fight!"
"<u><a href=""Monsters.aspx?ID=1225"">Maftet Guardian</a></u>","<u><a href=""MonsterFamilies.aspx?ID=246"">Maftet</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","6","—"
"<u><a href=""NPCs.aspx?ID=922"">Mage for Hire</a></u>","<u><a href=""MonsterFamilies.aspx?ID=190"">Mercenaries</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","3","—"
"<u><a href=""NPCs.aspx?ID=1453"">Mage of Many Styles</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","13","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=658"">Magma Scorpion</a></u>","<u><a href=""MonsterFamilies.aspx?ID=43"">Elemental, Fire</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=1272"">Maharaja</a></u>","<u><a href=""MonsterFamilies.aspx?ID=85"">Rakshasa</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=233"">Rakshasa</a></u>","20","—"
"<u><a href=""Monsters.aspx?ID=1537"">Malarunk</a></u>","—","<u><a href=""Sources.aspx?ID=4"" title=""Pathfinder #145: Hellknight Hill"">Pathfinder #145</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=263"">Charau-ka</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","Pathfinder #145: Hellknight Hill"
"<u><a href=""Monsters.aspx?ID=1438"">Maliadi</a></u>","—","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=1439"">Mamlambo</a></u>","—","<u><a href=""Sources.aspx?ID=89"" title=""The Mwangi Expanse"">The Mwangi Expanse</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Huge","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>, <u><a href=""Traits.aspx?ID=20"">Beast</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=1458"">Mammoth Turtle</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","14","Pathfinder #166: Despair on Danger Island"
"<u><a href=""Monsters.aspx?ID=202"">Mammoth</a></u>","<u><a href=""MonsterFamilies.aspx?ID=46"">Elephant</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=1399"">Manananggal</a></u>","—","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=366"">Tanggal</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=727"">Mandragora</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=1596"">Manifestation Of Dahak</a></u>","—","<u><a href=""Sources.aspx?ID=15"" title=""Pathfinder #150: Broken Promises"">Pathfinder #150</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","<u><a href=""Traits.aspx?ID=3"">Acid</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>, <u><a href=""Traits.aspx?ID=126"">Poison</a></u>","24","Pathfinder #150: Broken Promises"
"<u><a href=""Monsters.aspx?ID=786"">Manta Ray</a></u>","<u><a href=""MonsterFamilies.aspx?ID=149"">Ray</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>, <u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=294"">Manticore</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","6","—"
"<u><a href=""Monsters.aspx?ID=1259"">Manticore Paaridar</a></u>","<u><a href=""MonsterFamilies.aspx?ID=254"">Paaridar</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=360"">Paaridar</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=1027"">Mari Lwyd</a></u>","—","<u><a href=""Sources.aspx?ID=59"" title=""A Caroling Horse (Of Course. Of Course.)"">A Caroling Horse (Of Course. Of Course.)</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","11","—"
"<u><a href=""Monsters.aspx?ID=215"">Marid</a></u>","<u><a href=""MonsterFamilies.aspx?ID=50"">Genie</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>, <u><a href=""Traits.aspx?ID=216"">Genie</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=103"">Marilith</a></u>","<u><a href=""MonsterFamilies.aspx?ID=28"">Demon</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=42"">Demon</a></u>, <u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=728"">Marrmora</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","15","—"
"<u><a href=""Monsters.aspx?ID=679"">Marsh Giant</a></u>","<u><a href=""MonsterFamilies.aspx?ID=53"">Giant</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=207"">Amphibious</a></u>, <u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=538"">Marut</a></u>","<u><a href=""MonsterFamilies.aspx?ID=2"">Aeon</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=111"">Monitor</a></u>","<u><a href=""Traits.aspx?ID=208"">Aeon</a></u>, <u><a href=""Traits.aspx?ID=223"">Inevitable</a></u>, <u><a href=""Traits.aspx?ID=111"">Monitor</a></u>","15","—"
"<u><a href=""NPCs.aspx?ID=1629"">Mashkudu The Bully </a></u>","—","<u><a href=""Sources.aspx?ID=97"" title=""Pathfinder #170: Spoken on the Song Wind"">Pathfinder #170</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","5","Pathfinder #170: Spoken on the Song Wind"
"<u><a href=""NPCs.aspx?ID=1482"">Master Xun</a></u>","—","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","14","Pathfinder #167: Ready? Fight!"
"<u><a href=""NPCs.aspx?ID=960"">Mastermind</a></u>","<u><a href=""MonsterFamilies.aspx?ID=198"">Villains</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=668"">Mastodon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=46"">Elephant</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=505"">Mechanical Carny</a></u>","—","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=297"">Medusa</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=725"">Megalania</a></u>","<u><a href=""MonsterFamilies.aspx?ID=70"">Lizard</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=1365"">Megalictis</a></u>","<u><a href=""MonsterFamilies.aspx?ID=277"">Weasel</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=366"">Megalodon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=90"">Shark</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>, <u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=26"">Megaprimatus</a></u>","<u><a href=""MonsterFamilies.aspx?ID=6"">Ape</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=1314"">Megatherium</a></u>","<u><a href=""MonsterFamilies.aspx?ID=263"">Sloth</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=593"">Meladaemon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=26"">Daemon</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=213"">Daemon</a></u>, <u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","11","—"
"<u><a href=""Monsters.aspx?ID=1322"">Melixie</a></u>","<u><a href=""MonsterFamilies.aspx?ID=95"">Sprite</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Tiny","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>, <u><a href=""Traits.aspx?ID=238"">Sprite</a></u>","0","—"
"<u><a href=""Monsters.aspx?ID=1511"">Melodic Squalls </a></u>","—","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Huge","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=5"">Air</a></u>, <u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","16","Pathfinder #167: Ready? Fight!"
"<u><a href=""Monsters.aspx?ID=649"">Melody On The Wind</a></u>","<u><a href=""MonsterFamilies.aspx?ID=41"">Elemental, Air</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=5"">Air</a></u>, <u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=1599"">Mengkare</a></u>","—","<u><a href=""Sources.aspx?ID=15"" title=""Pathfinder #150: Broken Promises"">Pathfinder #150</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","23","Pathfinder #150: Broken Promises"
"<u><a href=""NPCs.aspx?ID=1552"">Mercenary Sailor</a></u>","—","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","Pathfinder #147: Tomorrow Must Burn"
